id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,score_revenu,score_environnement_travail,score_mobilite_externe,score_mobilite_interne,score_equilibre_pro_perso
1614,36,F,4663,Marie(e),Consulting,Tech Lead,9,7,3,2,3,3,2,3,2,3,Oui,12,Non,2,2,12,4,Infra & Cloud,Occasionnel,1,1,39.51,50.59,42.86,66.67,44.35
1615,34,M,4724,Divorce(e),Consulting,Tech Lead,1,9,9,7,3,4,2,4,1,3,Non,13,Non,1,3,10,4,Infra & Cloud,Frequent,7,2,28.77,51.18,100.0,77.78,58.63
1617,49,F,3211,Marie(e),Consulting,Consultant,1,10,9,6,3,3,1,1,4,2,Non,14,Non,1,3,25,4,Infra & Cloud,Occasionnel,1,4,41.7,52.35,90.0,66.67,49.4
1618,39,M,5377,Marie(e),Consulting,Tech Lead,2,10,7,7,2,3,2,1,4,3,Non,13,Non,3,3,10,5,Transformation Digitale,Occasionnel,7,7,29.9,44.12,70.0,100.0,71.13
1619,27,M,4066,Divorce(e),Consulting,Consultant,1,7,7,7,4,2,1,1,1,3,Non,11,Non,2,3,19,3,Autre,Occasionnel,0,7,38.31,34.12,100.0,100.0,63.1
1621,35,M,5208,Marie(e),Consulting,Assistant de Direction,1,16,16,15,2,4,2,1,4,3,Non,11,Non,0,2,18,5,Infra & Cloud,Occasionnel,1,10,38.1,45.88,100.0,93.75,63.99
1622,28,F,4877,Divorce(e),Consulting,Tech Lead,0,6,5,3,2,1,2,1,2,2,Non,21,Non,1,5,27,3,Transformation Digitale,Occasionnel,0,0,63.29,20.0,83.33,60.0,47.62
1623,21,M,3117,Celibataire,Consulting,Assistant de Direction,1,3,2,2,3,3,1,4,3,3,Non,18,Non,0,2,5,1,Transformation Digitale,Occasionnel,2,2,48.76,71.18,66.67,100.0,75.6
1624,18,F,1569,Celibataire,Commercial,Representant Commercial,1,0,0,0,2,3,1,4,3,4,Oui,12,Oui,0,2,3,2,Transformation Digitale,Frequent,0,0,36.33,60.0,0.0,0.0,48.21
1625,47,F,19658,Marie(e),Ressources Humaines,Senior Manager,3,27,5,2,4,3,5,3,3,3,Non,11,Non,1,2,26,4,Infra & Cloud,Occasionnel,1,0,63.21,70.0,18.52,40.0,56.85
1627,39,M,3069,Divorce(e),Consulting,Consultant,0,11,10,8,3,2,2,3,4,3,Non,15,Non,1,3,3,2,Transformation Digitale,Occasionnel,0,7,46.01,74.12,90.91,80.0,77.38
1628,40,F,10435,Marie(e),Consulting,Tech Lead,1,18,18,15,1,2,3,3,4,3,Non,13,Non,2,2,15,3,Infra & Cloud,Occasionnel,14,12,23.29,57.06,100.0,83.33,66.67
1630,35,F,4148,Marie(e),Consulting,Manager,1,15,14,11,3,3,2,3,4,3,Non,12,Non,1,5,8,4,Infra & Cloud,Aucun,2,9,36.41,75.29,93.33,78.57,85.42
1631,37,M,5768,Marie(e),Consulting,Tech Lead,3,9,4,3,3,3,2,3,1,2,Non,17,Non,3,2,19,3,Infra & Cloud,Occasionnel,0,2,55.41,41.18,44.44,75.0,54.76
1633,39,F,5042,Celibataire,Consulting,Tech Lead,0,10,9,2,1,3,2,3,4,1,Non,13,Non,0,2,4,3,Transformation Digitale,Frequent,3,8,38.12,54.71,90.0,22.22,47.32
1635,45,F,5770,Divorce(e),Consulting,Tech Lead,1,10,10,7,4,2,2,4,1,3,Non,19,Non,2,3,2,2,Autre,Occasionnel,3,9,53.53,65.29,100.0,70.0,78.27
1638,38,F,7756,Marie(e),Consulting,Tech Lead,3,10,5,4,4,2,3,3,4,4,Oui,19,Non,1,6,2,2,Transformation Digitale,Occasionnel,0,2,63.58,81.18,50.0,80.0,61.61
1639,35,M,10306,Marie(e),Commercial,Cadre Commercial,9,15,13,12,4,2,3,1,3,3,Non,17,Oui,0,3,10,3,Transformation Digitale,Occasionnel,6,0,50.1,50.0,86.67,92.31,71.13
1640,37,F,3936,Marie(e),Consulting,Assistant de Direction,1,8,8,4,2,3,1,2,1,1,Non,11,Non,1,2,10,3,Transformation Digitale,Occasionnel,7,7,22.69,24.12,100.0,50.0,54.46
1641,40,F,7945,Celibataire,Consulting,Tech Lead,6,18,4,2,3,3,3,4,4,2,Oui,15,Non,0,2,16,3,Infra & Cloud,Occasionnel,3,3,47.88,81.76,22.22,50.0,32.44
1642,44,M,5743,Marie(e),Ressources Humaines,Ressources Humaines,4,14,10,7,1,3,2,4,3,3,Oui,11,Non,0,3,1,5,Ressources Humaines,Frequent,0,2,41.23,51.18,71.43,70.0,41.67
1644,48,M,15202,Marie(e),Consulting,Senior Manager,2,23,2,2,3,2,4,4,2,3,Non,25,Non,1,3,4,5,Transformation Digitale,Frequent,2,2,86.26,61.18,8.7,100.0,63.99
1645,35,M,5440,Divorce(e),Commercial,Cadre Commercial,6,7,2,2,1,1,2,4,4,2,Oui,14,Oui,2,2,15,2,Transformation Digitale,Occasionnel,2,2,43.37,61.18,28.57,100.0,33.33
1646,24,F,3760,Celibataire,Consulting,Assistant de Direction,1,6,6,3,1,3,1,4,3,3,Oui,13,Non,0,2,2,1,Entrepreunariat,Frequent,1,3,40.29,51.76,100.0,50.0,40.77
1647,27,F,3517,Marie(e),Consulting,Assistant de Direction,7,5,3,2,2,4,1,3,1,3,Non,17,Non,0,0,8,3,Transformation Digitale,Occasionnel,0,2,51.5,31.18,60.0,66.67,72.92
1648,27,M,2580,Celibataire,Consulting,Assistant de Direction,2,6,4,2,4,3,1,4,3,2,Non,13,Non,0,0,2,3,Transformation Digitale,Frequent,1,2,38.24,81.18,66.67,50.0,57.44
1649,40,M,2166,Celibataire,Consulting,Consultant,3,10,4,2,1,3,1,1,2,1,Oui,14,Oui,0,3,7,3,Infra & Cloud,Occasionnel,0,3,42.08,11.76,40.0,50.0,32.14
1650,29,M,5869,Celibataire,Commercial,Cadre Commercial,9,8,5,2,3,2,2,3,3,3,Non,11,Non,0,2,10,3,Transformation Digitale,Occasionnel,1,4,39.25,62.35,62.5,40.0,71.13
1651,36,F,8008,Marie(e),Consulting,Manager,4,9,3,2,2,3,3,1,3,3,Non,12,Non,2,6,5,4,Infra & Cloud,Occasionnel,0,2,47.52,31.18,33.33,66.67,75.6
1653,25,M,5206,Divorce(e),Consulting,Tech Lead,1,7,7,7,4,4,2,3,3,3,Non,17,Non,2,6,2,1,Infra & Cloud,Frequent,0,7,54.44,74.12,100.0,100.0,65.77
1654,39,M,5295,Marie(e),Consulting,Tech Lead,4,7,5,4,4,3,2,2,3,3,Non,21,Non,0,3,12,3,Transformation Digitale,Occasionnel,1,0,61.82,60.0,71.43,80.0,69.35
1655,49,F,16413,Marie(e),Consulting,Directeur Technique,3,27,4,2,1,3,4,2,2,3,Non,16,Non,2,2,22,4,Autre,Occasionnel,1,2,69.35,21.18,14.81,50.0,60.42
1656,50,F,13269,Divorce(e),Consulting,Directeur Technique,5,19,14,11,4,2,3,1,3,3,Non,15,Non,3,3,17,5,Infra & Cloud,Occasionnel,1,11,61.53,56.47,73.68,78.57,64.88
1657,20,F,2783,Celibataire,Commercial,Representant Commercial,1,2,2,2,3,3,1,3,1,3,Non,19,Non,0,3,2,3,Transformation Digitale,Occasionnel,2,2,50.54,41.18,100.0,100.0,78.27
1658,34,F,5433,Divorce(e),Consulting,Assistant de Direction,1,11,11,8,4,3,2,2,3,3,Non,12,Non,1,2,3,3,Infra & Cloud,Occasionnel,7,9,27.64,65.29,100.0,72.73,77.38
1659,36,M,2013,Celibataire,Consulting,Consultant,2,15,4,3,1,3,1,2,3,3,Non,11,Non,0,4,7,3,Infra & Cloud,Occasionnel,1,3,32.54,31.76,26.67,75.0,73.81
1661,49,F,13966,Marie(e),Consulting,Manager,2,30,15,11,3,2,4,3,2,3,Oui,19,Non,1,3,6,1,Infra & Cloud,Occasionnel,2,12,69.97,57.06,50.0,73.33,49.7
1662,36,F,4374,Marie(e),Consulting,Tech Lead,0,4,3,2,4,2,2,3,3,3,Non,15,Non,0,6,1,4,Transformation Digitale,Aucun,1,2,46.08,71.18,75.0,66.67,91.67
1664,36,M,6842,Divorce(e),Consulting,Manager,6,13,5,4,4,4,2,1,1,3,Non,20,Non,1,3,3,2,Infra & Cloud,Occasionnel,0,4,64.35,32.35,38.46,80.0,77.38
1665,54,F,17426,Marie(e),Consulting,Senior Manager,3,36,10,8,2,3,4,3,3,3,Non,25,Non,1,6,22,5,Transformation Digitale,Occasionnel,4,7,85.73,54.12,27.78,80.0,60.42
1666,43,M,17603,Marie(e),Consulting,Directeur Technique,1,14,14,10,3,2,4,3,1,3,Non,24,Non,1,3,15,2,Infra & Cloud,Occasionnel,6,11,79.28,46.47,100.0,71.43,66.67
1667,35,M,4581,Celibataire,Commercial,Cadre Commercial,3,13,11,9,4,3,2,4,1,4,Oui,24,Oui,0,2,12,4,Autre,Frequent,6,7,56.65,64.12,84.62,81.82,40.18
1668,38,M,4735,Marie(e),Consulting,Assistant de Direction,7,19,13,11,4,3,2,4,4,4,Non,15,Non,2,4,1,3,Infra & Cloud,Frequent,2,9,44.5,95.29,68.42,84.62,75.0
1669,29,M,4187,Divorce(e),Commercial,Cadre Commercial,1,10,10,0,1,2,2,2,2,2,Oui,13,Non,1,3,5,3,Transformation Digitale,Occasionnel,0,9,43.24,25.29,100.0,0.0,42.26
1670,33,M,5505,Divorce(e),Commercial,Cadre Commercial,1,6,6,2,4,3,2,4,3,3,Non,14,Non,2,5,2,4,Transformation Digitale,Occasionnel,0,4,47.88,82.35,100.0,33.33,78.27
1671,32,M,5470,Divorce(e),Consulting,Assistant de Direction,0,10,9,5,4,3,2,2,3,2,Non,13,Non,2,4,2,3,Transformation Digitale,Occasionnel,1,6,43.27,63.53,90.0,55.56,69.94
1673,31,F,5476,Marie(e),Commercial,Cadre Commercial,1,10,10,0,1,3,2,4,1,3,Non,11,Non,2,2,5,4,Infra & Cloud,Occasionnel,0,2,40.76,31.18,100.0,0.0,75.6
1674,49,F,2587,Divorce(e),Consulting,Consultant,4,17,2,2,4,3,1,1,2,2,Oui,16,Non,1,2,16,3,Transformation Digitale,Occasionnel,2,2,43.13,41.18,11.76,100.0,32.44
1675,38,F,2440,Celibataire,Consulting,Consultant,1,4,4,3,4,2,1,2,2,3,Non,22,Non,0,3,2,3,Transformation Digitale,Frequent,3,3,54.82,51.76,100.0,75.0,65.77
1676,47,F,15972,Divorce(e),Commercial,Senior Manager,6,29,3,2,2,4,4,2,3,3,Non,14,Non,3,2,2,4,Infra & Cloud,Occasionnel,1,2,63.87,41.18,10.34,66.67,78.27
1677,49,M,15379,Celibataire,Consulting,Senior Manager,4,23,8,7,3,3,4,3,1,3,Non,14,Non,0,2,1,3,Infra & Cloud,Occasionnel,0,0,65.04,40.0,34.78,87.5,79.17
1678,41,M,7082,Celibataire,Commercial,Cadre Commercial,3,21,2,0,4,3,3,3,4,3,Oui,16,Non,0,2,23,2,Infra & Cloud,Occasionnel,0,2,55.34,81.18,9.52,0.0,34.52
1680,20,M,2728,Celibataire,Commercial,Representant Commercial,1,2,2,2,4,3,1,1,1,3,Non,11,Non,0,3,9,1,Infra & Cloud,Occasionnel,0,2,35.99,31.18,100.0,100.0,72.02
1681,33,F,5368,Divorce(e),Commercial,Cadre Commercial,1,7,6,5,3,3,2,4,3,3,Oui,25,Non,1,2,16,3,Infra & Cloud,Aucun,1,2,71.37,71.18,85.71,83.33,53.27
1682,36,M,5347,Marie(e),Consulting,Manager,6,10,3,2,1,3,2,3,2,2,Non,14,Non,2,2,26,4,Infra & Cloud,Occasionnel,0,2,47.61,31.18,30.0,66.67,48.51
1683,44,F,3195,Divorce(e),Ressources Humaines,Ressources Humaines,4,8,2,2,3,3,1,4,1,3,Oui,18,Non,3,2,1,3,Infra & Cloud,Occasionnel,2,2,48.9,51.18,25.0,100.0,54.17
1684,23,M,3989,Celibataire,Consulting,Consultant,1,5,5,4,4,2,1,3,1,3,Oui,11,Oui,0,2,8,1,Transformation Digitale,Occasionnel,1,2,35.98,51.18,100.0,80.0,47.92
1687,38,F,3306,Marie(e),Consulting,Consultant,7,7,0,0,4,3,1,3,4,2,Non,19,Non,1,5,4,2,Transformation Digitale,Occasionnel,0,0,55.85,80.0,0.0,0.0,68.15
1689,53,M,7005,Marie(e),Consulting,Manager,3,11,4,3,2,4,3,4,3,3,Non,15,Non,0,2,24,4,Transformation Digitale,Occasionnel,1,2,50.65,61.18,36.36,75.0,58.63
1691,48,F,2655,Marie(e),Commercial,Representant Commercial,2,19,9,7,4,3,1,3,3,3,Oui,11,Oui,2,3,7,2,Transformation Digitale,Frequent,7,7,20.46,74.12,47.37,77.78,36.31
1692,32,M,1393,Celibataire,Consulting,Consultant,1,1,1,0,4,3,1,2,1,3,Non,12,Oui,0,2,2,4,Infra & Cloud,Occasionnel,0,0,36.02,40.0,100.0,0.0,78.27
1693,26,M,2570,Celibataire,Consulting,Consultant,1,7,7,7,4,3,1,4,3,3,Non,20,Non,0,5,7,3,Transformation Digitale,Aucun,5,7,45.93,84.12,100.0,100.0,86.31
1694,55,M,3537,Divorce(e),Consulting,Assistant de Direction,5,8,4,2,1,2,1,2,4,3,Non,12,Non,1,1,22,3,Entrepreunariat,Occasionnel,1,2,37.55,41.18,50.0,50.0,60.42
1696,34,M,3986,Marie(e),Consulting,Consultant,1,15,15,10,2,2,2,4,3,4,Non,14,Non,1,3,5,2,Transformation Digitale,Occasionnel,4,13,36.44,67.65,100.0,66.67,83.93
1697,60,M,10883,Divorce(e),Consulting,Manager,3,19,1,0,3,1,3,4,3,4,Non,20,Non,1,2,1,4,Transformation Digitale,Occasionnel,0,0,71.37,70.0,5.26,0.0,87.5
1698,33,M,2028,Marie(e),Consulting,Consultant,1,14,14,11,2,4,1,2,4,3,Non,18,Non,3,6,21,3,Transformation Digitale,Occasionnel,2,13,46.87,57.65,100.0,78.57,61.31
1700,37,M,9525,Divorce(e),Commercial,Cadre Commercial,1,6,6,3,3,1,2,4,3,2,Non,14,Non,2,2,1,4,Transformation Digitale,Frequent,1,3,52.67,71.76,100.0,50.0,58.33
1701,34,F,2929,Marie(e),Consulting,Assistant de Direction,1,10,10,9,2,2,1,4,2,3,Non,12,Non,0,3,19,3,Infra & Cloud,Occasionnel,8,7,21.09,54.12,100.0,90.0,63.1
1702,23,M,2275,Divorce(e),Commercial,Representant Commercial,1,3,3,2,3,3,1,4,2,3,Oui,21,Oui,1,2,7,3,Infra & Cloud,Occasionnel,0,2,58.77,61.18,100.0,66.67,48.81
1703,44,F,7879,Marie(e),Consulting,Manager,1,9,8,7,3,4,3,4,2,3,Oui,19,Non,1,2,2,3,Infra & Cloud,Occasionnel,6,7,50.6,64.12,88.89,87.5,53.27
1704,35,M,4930,Celibataire,Consulting,Assistant de Direction,0,6,5,4,1,2,1,4,3,4,Oui,14,Non,0,2,2,4,Transformation Digitale,Frequent,1,4,44.69,52.35,83.33,80.0,49.11
1706,43,M,7847,Marie(e),Commercial,Cadre Commercial,1,10,10,9,4,3,2,4,1,3,Oui,17,Non,1,3,2,3,Transformation Digitale,Occasionnel,8,8,41.43,64.71,100.0,90.0,53.27
1707,24,M,4401,Marie(e),Consulting,Assistant de Direction,1,5,5,3,3,4,1,3,4,3,Non,16,Non,1,1,9,3,Transformation Digitale,Occasionnel,0,4,50.68,72.35,100.0,60.0,72.02
1708,41,M,9241,Celibataire,Commercial,Cadre Commercial,1,10,10,8,4,3,3,3,2,3,Non,12,Non,0,3,6,3,Marketing,Occasionnel,8,7,32.06,64.12,100.0,80.0,74.7
1709,29,F,2974,Marie(e),Consulting,Consultant,9,9,5,3,4,3,1,3,3,3,Non,17,Non,1,2,9,4,Transformation Digitale,Occasionnel,1,2,48.36,71.18,55.56,60.0,72.02
1710,36,F,4502,Celibataire,Commercial,Representant Commercial,3,17,13,7,3,3,2,4,3,2,Non,15,Non,0,2,2,4,Infra & Cloud,Occasionnel,6,7,35.3,74.12,76.47,53.85,69.94
1712,45,M,10748,Marie(e),Consulting,Manager,3,25,23,15,3,2,3,3,4,2,Non,23,Non,1,3,1,1,Infra & Cloud,Aucun,14,4,47.41,72.35,92.0,65.22,83.33
1714,24,M,1555,Marie(e),Ressources Humaines,Ressources Humaines,1,1,1,0,4,1,1,3,3,3,Non,11,Oui,1,2,22,1,Ressources Humaines,Occasionnel,0,0,33.95,70.0,100.0,0.0,60.42
1716,47,M,12936,Marie(e),Commercial,Cadre Commercial,7,25,23,5,3,1,4,3,3,1,Non,11,Oui,0,3,9,3,Infra & Cloud,Frequent,14,10,22.93,65.88,92.0,21.74,42.86
1718,26,M,2305,Marie(e),Consulting,Consultant,1,3,3,2,4,1,1,3,3,4,Non,15,Non,3,3,17,4,Transformation Digitale,Occasionnel,0,2,44.68,71.18,100.0,66.67,73.21
1719,45,F,16704,Celibataire,Consulting,Directeur Technique,1,21,21,6,4,2,4,2,3,3,Non,11,Non,0,2,28,2,Entrepreunariat,Occasionnel,8,6,42.67,63.53,100.0,28.57,55.06
1720,32,M,3433,Marie(e),Consulting,Assistant de Direction,6,10,5,2,1,3,1,3,1,2,Non,13,Non,1,3,10,3,Infra & Cloud,Frequent,1,3,39.73,21.76,50.0,40.0,50.3
1721,31,M,3477,Marie(e),Consulting,Consultant,1,6,5,2,2,3,1,3,4,4,Non,14,Non,1,2,2,4,Infra & Cloud,Occasionnel,0,3,44.36,61.76,83.33,40.0,86.61
1722,41,M,6430,Marie(e),Ressources Humaines,Ressources Humaines,6,10,3,2,3,1,2,2,2,3,Non,19,Non,1,4,4,3,Ressources Humaines,Aucun,1,2,59.08,41.18,30.0,66.67,88.99
1724,40,F,6516,Marie(e),Consulting,Tech Lead,2,18,1,0,2,3,2,1,2,3,Oui,16,Non,1,3,8,2,Infra & Cloud,Occasionnel,0,0,54.36,20.0,5.56,0.0,47.92
1725,24,M,3907,Divorce(e),Consulting,Consultant,1,6,6,2,2,3,1,1,2,4,Non,13,Non,3,2,29,1,Transformation Digitale,Occasionnel,1,2,40.55,21.18,100.0,33.33,62.5
1727,46,M,5562,Celibataire,Consulting,Manager,6,19,10,7,3,3,2,2,4,3,Non,14,Non,0,3,13,4,Infra & Cloud,Occasionnel,0,9,47.98,65.29,52.63,70.0,68.45
1728,35,M,6883,Marie(e),Consulting,Tech Lead,2,17,7,7,4,3,2,3,2,3,Non,16,Non,1,3,27,4,Infra & Cloud,Occasionnel,0,7,54.99,64.12,41.18,100.0,55.95
1729,30,M,2862,Marie(e),Consulting,Assistant de Direction,1,10,10,0,2,3,1,4,2,2,Non,12,Non,1,2,16,1,Infra & Cloud,Occasionnel,0,8,38.58,54.71,100.0,0.0,57.44
1731,47,M,4978,Marie(e),Commercial,Cadre Commercial,7,4,1,0,3,3,2,2,4,1,Non,11,Non,1,3,2,4,Marketing,Aucun,0,0,39.9,60.0,25.0,0.0,74.11
1732,46,M,10368,Divorce(e),Commercial,Cadre Commercial,4,13,10,6,3,3,3,4,2,2,Oui,12,Non,1,5,2,3,Infra & Cloud,Occasionnel,0,3,51.62,61.76,76.92,60.0,44.94
1733,36,M,6134,Divorce(e),Commercial,Cadre Commercial,5,16,2,2,2,2,2,1,2,3,Oui,13,Oui,3,3,13,5,Marketing,Occasionnel,2,2,42.22,21.18,12.5,100.0,43.45
1734,32,M,6735,Celibataire,Commercial,Cadre Commercial,6,10,0,0,1,1,2,2,2,3,Non,15,Oui,0,2,1,2,Infra & Cloud,Occasionnel,0,0,52.38,20.0,0.0,0.0,79.17
1735,23,F,3295,Celibataire,Consulting,Consultant,1,3,3,2,3,3,1,2,3,1,Non,13,Non,0,3,4,1,Transformation Digitale,Occasionnel,1,2,39.49,51.18,100.0,66.67,59.82
1736,31,F,5238,Celibataire,Consulting,Tech Lead,2,9,5,4,4,3,2,4,4,2,Non,20,Non,0,3,24,1,Entrepreunariat,Frequent,1,4,59.36,92.35,55.56,80.0,37.8
1737,39,M,6472,Marie(e),Consulting,Consultant,1,9,9,8,4,3,2,4,4,3,Oui,15,Non,1,2,1,3,Infra & Cloud,Aucun,5,8,40.92,94.71,100.0,88.89,66.67
1739,32,M,9610,Marie(e),Commercial,Cadre Commercial,3,10,4,3,4,1,3,3,3,1,Non,13,Non,1,2,19,3,Infra & Cloud,Occasionnel,0,2,52.66,71.18,40.0,75.0,46.43
1740,40,M,19833,Celibataire,Commercial,Senior Manager,1,21,21,8,2,3,5,2,2,2,Non,14,Non,0,3,7,4,Transformation Digitale,Occasionnel,12,8,46.38,34.71,100.0,38.1,65.48
1744,45,F,9756,Marie(e),Ressources Humaines,Ressources Humaines,4,9,5,0,3,1,3,3,3,4,Non,21,Non,2,2,4,3,Infra & Cloud,Occasionnel,0,3,71.77,61.76,55.56,0.0,84.82
1745,30,F,4968,Celibataire,Consulting,Assistant de Direction,0,10,9,7,4,2,1,1,4,3,Non,16,Non,0,2,2,4,Entrepreunariat,Frequent,0,7,51.67,64.12,90.0,77.78,65.77
1746,24,M,2145,Marie(e),Ressources Humaines,Ressources Humaines,0,3,2,2,1,3,1,4,4,3,Non,14,Non,1,2,10,3,Transformation Digitale,Frequent,2,1,37.65,60.59,66.67,100.0,58.63
1747,30,F,2180,Divorce(e),Ressources Humaines,Ressources Humaines,6,6,4,2,3,2,1,4,3,2,Non,11,Oui,1,0,8,3,Ressources Humaines,Frequent,1,2,32.83,71.18,66.67,50.0,52.08
1749,31,M,8346,Marie(e),Commercial,Cadre Commercial,1,6,5,2,1,3,2,3,3,3,Non,19,Non,1,3,5,3,Entrepreunariat,Occasionnel,0,2,64.61,41.18,83.33,40.0,75.6
1751,27,F,3445,Celibataire,Consulting,Assistant de Direction,1,6,6,2,3,3,1,4,3,2,Non,11,Non,0,5,8,3,Transformation Digitale,Occasionnel,1,4,35.03,72.35,100.0,33.33,64.58
1752,29,F,2760,Celibataire,Commercial,Representant Commercial,1,2,2,2,2,1,1,2,3,3,Non,13,Oui,0,3,9,3,Marketing,Occasionnel,2,2,36.36,41.18,100.0,100.0,72.02
1753,29,M,6294,Celibataire,Consulting,Manager,8,10,3,2,4,4,2,3,4,4,Oui,12,Non,0,5,1,3,Infra & Cloud,Frequent,0,2,44.54,81.18,30.0,66.67,50.0
1754,30,M,7140,Divorce(e),Commercial,Cadre Commercial,2,12,7,7,3,2,3,1,1,3,Non,11,Non,1,2,15,2,Marketing,Occasionnel,1,7,41.45,24.12,58.33,100.0,66.67
1755,34,M,2932,Marie(e),Consulting,Assistant de Direction,0,6,5,0,4,4,1,4,1,3,Oui,14,Non,3,3,2,4,Transformation Digitale,Occasionnel,1,2,41.21,61.18,83.33,0.0,53.27
1756,33,F,5147,Celibataire,Commercial,Cadre Commercial,8,13,11,7,4,3,2,2,4,2,Non,15,Non,0,2,2,3,Marketing,Aucun,1,7,47.42,74.12,84.62,63.64,82.44
1757,49,F,4507,Celibataire,Commercial,Cadre Commercial,3,8,5,1,4,3,2,4,3,4,Non,12,Non,0,1,11,4,Marketing,Occasionnel,0,4,41.44,82.35,62.5,20.0,78.57
1758,33,F,8564,Celibataire,Commercial,Cadre Commercial,2,11,0,0,1,3,3,1,3,2,Oui,20,Oui,0,2,16,3,Infra & Cloud,Occasionnel,0,0,67.34,20.0,0.0,0.0,32.44
1760,38,F,2468,Marie(e),Consulting,Consultant,4,9,6,1,3,2,1,2,2,2,Non,14,Non,1,4,2,2,Transformation Digitale,Frequent,0,5,42.61,42.94,66.67,16.67,57.44
1761,31,M,8161,Marie(e),Commercial,Cadre Commercial,2,10,1,0,1,3,3,3,1,3,Non,13,Oui,3,2,16,4,Marketing,Occasionnel,0,0,50.14,20.0,10.0,0.0,65.77
1762,29,F,2109,Divorce(e),Consulting,Assistant de Direction,1,1,1,0,4,2,1,1,3,3,Non,13,Non,1,2,4,3,Entrepreunariat,Occasionnel,0,0,39.63,50.0,100.0,0.0,76.49
1763,30,M,5294,Marie(e),Consulting,Manager,3,10,7,0,3,4,2,3,3,3,Non,16,Non,1,3,16,3,Infra & Cloud,Occasionnel,1,7,50.03,64.12,70.0,0.0,65.77
1764,32,M,2718,Celibataire,Consulting,Assistant de Direction,2,12,7,7,2,3,1,2,2,3,Non,14,Non,0,3,5,4,Entrepreunariat,Aucun,0,7,43.04,34.12,58.33,100.0,88.1
1766,38,M,5811,Marie(e),Consulting,Manager,3,15,1,0,2,1,2,4,3,3,Oui,16,Non,1,2,18,3,Transformation Digitale,Occasionnel,1,0,50.93,60.0,6.67,0.0,38.99
1767,43,M,2437,Marie(e),Consulting,Assistant de Direction,9,6,1,0,3,2,1,3,4,3,Oui,16,Oui,1,4,17,3,Entrepreunariat,Frequent,0,0,47.27,70.0,16.67,0.0,27.38
1768,42,M,2766,Divorce(e),Consulting,Consultant,8,7,5,3,2,3,1,2,2,2,Non,22,Non,3,6,12,3,Transformation Digitale,Occasionnel,0,4,61.98,32.35,71.43,60.0,61.01
1770,55,M,19038,Marie(e),Consulting,Directeur Technique,8,34,1,0,3,2,5,1,2,3,Non,12,Non,3,2,2,3,Transformation Digitale,Occasionnel,0,0,66.69,30.0,2.94,0.0,78.27
1771,33,M,3055,Divorce(e),Consulting,Assistant de Direction,5,11,9,8,4,3,2,2,4,2,Non,15,Non,2,2,4,3,Entrepreunariat,Aucun,1,7,43.78,74.12,81.82,88.89,80.65
1772,41,M,2289,Divorce(e),Consulting,Consultant,1,5,5,3,3,3,1,1,2,3,Non,20,Non,2,2,9,4,Infra & Cloud,Occasionnel,0,4,56.44,32.35,100.0,60.0,72.02
1774,34,M,4001,Divorce(e),Commercial,Cadre Commercial,1,15,15,14,4,3,2,3,3,3,Oui,14,Non,1,3,10,3,Infra & Cloud,Aucun,0,7,45.27,74.12,100.0,93.33,58.63
1775,53,F,12965,Marie(e),Consulting,Tech Lead,4,27,3,2,1,2,4,3,4,2,Oui,20,Non,3,2,1,4,Transformation Digitale,Aucun,0,2,74.99,51.18,11.11,66.67,58.33
1778,43,M,3539,Celibataire,Ressources Humaines,Ressources Humaines,0,10,9,7,2,3,1,4,2,3,Non,13,Non,0,5,2,3,Infra & Cloud,Occasionnel,1,8,39.91,54.71,90.0,77.78,78.27
1779,34,F,6029,Celibataire,Commercial,Cadre Commercial,5,6,2,2,4,1,2,4,1,3,Non,12,Non,0,3,3,2,Infra & Cloud,Occasionnel,2,2,39.68,61.18,33.33,100.0,77.38
1780,21,M,2679,Celibataire,Commercial,Representant Commercial,1,1,1,0,2,3,1,2,2,3,Non,13,Oui,0,3,7,1,Marketing,Occasionnel,1,0,38.42,30.0,100.0,0.0,73.81
1782,38,F,3702,Marie(e),Consulting,Consultant,1,5,5,4,4,2,1,3,2,3,Non,11,Non,1,3,6,2,Autre,Occasionnel,0,4,37.68,62.35,100.0,80.0,74.7
1783,22,F,2398,Marie(e),Consulting,Consultant,1,1,1,0,3,3,1,1,3,3,Oui,17,Oui,0,6,8,1,Transformation Digitale,Occasionnel,0,0,49.56,40.0,100.0,0.0,47.92
1784,31,F,5468,Marie(e),Commercial,Cadre Commercial,1,13,12,7,1,2,2,4,1,3,Non,14,Non,2,3,29,4,Marketing,Occasionnel,5,7,36.82,34.12,92.31,58.33,54.17
1786,51,F,13116,Marie(e),Consulting,Senior Manager,2,15,2,2,1,3,3,3,4,3,Non,11,Non,0,2,3,3,Entrepreunariat,Occasionnel,2,2,49.64,51.18,13.33,100.0,77.38
