a_quitte_l_entreprise,age,annees_dans_l_entreprise,annees_dans_le_poste_actuel,annees_depuis_la_derniere_promotion,annees_experience_totale,annes_sous_responsable_actuel,augmentation_salaire_precedente,departement_Commercial,departement_Consulting,departement_Ressources Humaines,distance_domicile_travail,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement,genre,heure_supplementaires,id_employee,nb_formations_suivies,niveau_education,niveau_hierarchique_poste,nombre_experiences_precedentes,nombre_participation_pee,note_evaluation_precedente,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Representant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,revenu_mensuel,satisfaction_employee_environnement,satisfaction_employee_equilibre_pro_perso,satisfaction_employee_equipe,satisfaction_employee_nature_travail,satisfaction_globale,score_environnement_travail,score_equilibre_pro_perso,score_mobilite_externe,score_mobilite_interne,score_revenu,statut_marital_Celibataire,statut_marital_Divorce(e),statut_marital_Marie(e)
0,38,6,3,1,10,2,11,0,0,1,10,0,0,0,0,1,0,1.0,1,0,1563,2,4,2,3,0,3,0,0,0,0,0,0,1,0,0,6077,3,3,3,3,0.75,61.18,58.63,60.0,50.0,39.61,0,0,1
0,35,3,0,1,3,2,19,0,1,0,1,0,0,0,0,0,1,0.5,1,0,1564,3,3,1,1,0,2,0,0,1,0,0,0,0,0,0,2450,4,3,2,1,0.62,41.18,79.17,100.0,0.0,52.16,1,0,0
0,30,4,2,1,9,3,12,1,0,0,29,0,1,0,0,0,0,0.5,1,0,1568,3,4,3,3,1,3,0,1,0,0,0,0,0,0,0,9250,3,3,2,2,0.62,41.76,54.17,44.44,50.0,47.48,0,0,1
1,35,1,0,0,1,0,12,0,1,0,2,0,0,1,0,0,0,0.5,0,1,1569,2,3,1,1,1,3,0,0,1,0,0,0,0,0,0,2074,1,3,4,1,0.56,30.0,53.27,100.0,0.0,37.21,0,1,0
1,53,33,7,1,34,9,16,0,1,0,2,0,1,0,0,0,0,0.5,0,0,1572,4,5,3,0,1,2,0,0,0,0,0,0,0,0,1,10169,3,3,2,4,0.75,65.29,78.27,97.06,21.21,58.5,0,0,1
1,38,5,2,1,7,4,11,0,1,0,2,0,0,0,0,0,1,0.5,1,0,1573,2,3,2,4,2,3,0,0,0,0,0,0,0,0,1,4855,3,3,1,2,0.56,32.35,78.27,71.43,40.0,37.48,0,0,1
0,32,6,5,1,9,2,14,0,1,0,1,0,1,0,0,0,0,0.0,1,0,1574,3,4,2,4,1,3,1,0,0,0,0,0,0,0,0,4087,4,2,2,1,0.56,41.18,83.33,66.67,83.33,43.22,0,0,1
0,48,8,2,7,10,6,12,0,1,0,15,1,0,0,0,0,0,0.5,0,0,1576,3,4,1,8,1,3,1,0,0,0,0,0,0,0,0,2367,3,2,4,1,0.62,53.53,58.33,80.0,25.0,22.32,0,0,1
0,34,1,0,0,1,0,13,0,1,0,7,0,0,0,0,0,1,0.5,1,0,1577,4,4,1,1,0,3,1,0,0,0,0,0,0,0,0,2972,1,1,3,4,0.56,50.0,57.14,100.0,0.0,41.13,1,0,0
0,55,36,6,2,36,13,21,1,0,0,26,0,0,0,1,0,0,0.5,1,0,1578,3,5,5,1,1,2,0,0,0,0,0,0,0,1,0,19586,3,3,3,4,0.81,77.65,56.85,100.0,16.67,84.45,0,0,1
0,34,2,2,2,9,1,17,0,1,0,1,0,0,1,0,0,0,0.5,1,0,1580,3,4,2,9,1,3,1,0,0,0,0,0,0,0,0,5484,2,2,2,4,0.62,50.59,70.83,22.22,100.0,50.52,0,0,1
0,26,1,0,0,1,0,21,0,1,0,3,0,0,1,0,0,0,0.5,0,0,1581,5,3,1,1,0,3,1,0,0,0,0,0,0,0,0,2061,1,3,1,4,0.56,30.0,77.38,100.0,0.0,58.4,0,0,1
0,38,9,8,7,10,7,11,1,0,0,14,0,0,1,0,0,0,0.5,1,0,1582,3,3,2,0,1,3,0,1,0,0,0,0,0,0,0,9924,3,3,4,2,0.75,64.12,67.56,90.0,88.89,33.09,0,0,1
0,38,3,2,1,8,2,12,1,0,0,16,0,0,1,0,0,0,0.5,0,0,1583,5,3,2,2,0,3,0,1,0,0,0,0,0,0,0,4198,2,4,2,2,0.62,31.18,74.11,37.5,66.67,38.7,1,0,0
0,36,1,0,0,15,0,13,1,0,0,1,0,0,1,0,0,0,0.5,0,0,1585,5,4,2,6,0,3,0,1,0,0,0,0,0,0,0,6815,2,3,1,3,0.56,30.0,79.17,6.67,0.0,47.8,1,0,0
0,29,10,9,1,10,5,18,0,1,0,3,0,0,0,0,0,1,0.5,1,1,1586,3,1,1,1,0,3,0,0,1,0,0,0,0,0,0,4723,2,3,4,1,0.62,42.94,52.38,100.0,90.0,53.75,1,0,0
0,35,5,2,0,10,4,16,0,1,0,10,0,0,0,0,0,1,0.5,0,1,1587,4,4,2,3,0,3,0,0,0,0,1,0,0,0,0,6142,1,3,3,3,0.62,42.35,46.13,50.0,40.0,53.71,1,0,0
0,39,7,6,7,11,6,11,1,0,0,6,0,0,0,0,0,1,0.5,1,0,1588,3,3,3,2,1,4,0,1,0,0,0,0,0,0,0,8237,4,3,1,3,0.69,53.53,74.7,63.64,85.71,30.16,0,0,1
0,29,6,4,1,6,3,19,0,1,0,2,0,0,1,0,0,0,1.0,1,0,1590,0,1,2,1,1,3,0,0,0,0,1,0,0,0,0,8853,1,4,4,4,0.81,61.76,74.11,100.0,66.67,63.29,0,1,0
0,50,1,0,0,27,0,16,1,0,0,9,0,0,0,1,0,0,0.5,1,1,1591,2,3,5,4,1,3,0,0,0,0,0,0,0,1,0,19331,3,3,3,3,0.75,60.0,47.02,3.7,0.0,76.62,0,0,1
0,23,2,2,2,4,2,16,0,1,0,10,0,1,0,0,0,0,0.5,1,0,1592,2,3,1,2,1,4,1,0,0,0,0,0,0,0,0,2073,4,3,4,3,0.88,81.18,71.13,50.0,100.0,42.23,0,0,1
0,36,3,2,0,9,2,13,0,1,0,6,0,0,1,0,0,0,1.0,1,1,1594,3,4,2,3,1,4,0,0,1,0,0,0,0,0,0,5562,1,3,4,1,0.56,31.18,37.2,33.33,66.67,45.63,0,0,1
0,42,1,0,0,24,1,22,0,1,0,9,1,0,0,0,0,0,0.5,1,0,1595,2,2,5,8,0,2,0,0,0,0,0,0,0,1,0,19613,4,3,4,4,0.94,90.59,72.02,4.17,0.0,91.26,1,0,0
0,35,10,9,6,10,8,17,0,1,0,28,0,0,1,0,0,0,0.5,1,0,1596,3,3,2,1,2,4,0,0,1,0,0,0,0,0,0,3407,2,2,4,3,0.69,64.71,46.73,100.0,90.0,38.11,0,0,1
0,34,8,2,7,8,7,14,0,1,0,10,0,1,0,0,0,0,1.0,1,0,1597,3,4,2,1,1,2,0,0,0,0,1,0,0,0,0,5063,4,2,2,3,0.69,64.12,50.3,100.0,25.0,31.72,0,0,1
0,40,5,4,1,5,2,15,1,0,0,14,0,0,1,0,0,0,0.5,0,0,1598,2,2,2,1,1,3,0,1,0,0,0,0,0,0,0,4639,4,3,3,1,0.69,51.18,67.56,100.0,80.0,46.54,0,0,1
0,43,6,4,0,8,2,12,0,1,0,27,0,1,0,0,0,0,0.5,1,0,1599,0,3,1,5,1,4,0,0,1,0,0,0,0,0,0,4876,4,3,3,2,0.75,61.18,55.95,75.0,66.67,42.08,0,1,0
0,35,1,0,0,1,1,18,0,1,0,7,0,0,1,0,0,0,0.5,1,0,1601,5,2,1,1,1,2,0,0,1,0,0,0,0,0,0,2690,3,2,4,4,0.81,80.59,65.48,100.0,0.0,52.42,0,0,1
0,46,26,0,0,27,12,15,1,0,0,1,0,0,1,0,0,0,0.5,1,0,1602,5,4,4,1,0,4,0,0,0,0,0,0,0,1,0,17567,4,1,2,1,0.5,47.06,62.5,96.3,0.0,71.2,1,0,0
1,28,1,1,0,1,0,17,0,1,0,24,0,0,0,0,0,1,0.5,1,1,1604,3,3,1,1,3,3,0,0,1,0,0,0,0,0,0,2408,3,3,3,2,0.69,50.0,33.63,100.0,100.0,49.57,0,0,1
0,22,4,2,1,4,3,14,0,1,0,26,1,0,0,0,0,0,0.0,0,1,1605,2,2,1,1,0,2,1,0,0,0,0,0,0,0,0,2814,2,2,2,3,0.56,41.76,36.01,100.0,50.0,41.01,0,0,1
0,50,30,8,12,32,13,15,0,1,0,20,0,0,0,0,0,1,1.0,1,1,1606,3,5,4,2,1,3,0,0,0,0,1,0,0,0,0,11245,2,3,3,3,0.69,57.65,24.7,93.75,26.67,33.82,0,0,1
0,32,3,2,0,6,2,17,0,1,0,5,1,0,0,0,0,0,0.5,0,0,1607,3,4,1,3,2,4,1,0,0,0,0,0,0,0,0,3312,2,3,4,4,0.81,71.18,75.6,50.0,66.67,51.14,0,0,1
0,44,22,7,1,23,10,14,0,1,0,7,0,0,0,0,0,1,0.5,0,1,1608,4,3,5,0,1,3,0,0,0,1,0,0,0,0,0,19049,2,2,4,4,0.75,75.88,40.48,95.65,31.82,69.22,0,1,0
0,30,6,4,1,6,1,12,0,1,0,7,0,0,0,0,0,1,0.5,1,0,1609,3,3,1,1,1,2,1,0,0,0,0,0,0,0,0,2141,2,2,2,2,0.5,30.59,65.48,100.0,66.67,35.12,0,0,1
0,45,10,7,1,10,4,14,0,1,0,5,0,0,0,0,0,1,0.5,0,1,1611,3,5,2,1,0,1,0,0,1,0,0,0,0,0,0,5769,3,3,1,1,0.5,22.35,50.6,100.0,70.0,46.14,1,0,0
0,45,10,7,4,10,5,15,1,0,0,26,0,0,0,1,0,0,0.0,1,0,1612,2,3,2,1,1,2,0,1,0,0,0,0,0,0,0,4385,1,3,1,1,0.38,2.94,69.35,100.0,70.0,39.5,0,0,1
0,31,5,2,0,10,3,13,1,0,0,2,1,0,0,0,0,0,1.0,1,0,1613,3,4,2,7,0,3,0,1,0,0,0,0,0,0,0,5332,4,3,4,1,0.75,61.76,65.77,50.0,40.0,45.23,1,0,0
0,36,3,2,1,7,1,12,0,1,0,12,0,0,1,0,0,0,0.5,0,1,1614,2,4,2,9,2,3,0,0,0,0,0,0,0,0,1,4663,3,3,2,3,0.69,50.59,44.35,42.86,66.67,39.51,0,0,1
0,34,9,7,7,9,2,13,0,1,0,10,0,0,1,0,0,0,1.0,1,0,1615,3,4,2,1,1,4,0,0,0,0,0,0,0,0,1,4724,3,3,1,4,0.69,51.18,58.63,100.0,77.78,28.77,0,1,0
0,49,9,6,1,10,4,14,0,1,0,25,0,0,1,0,0,0,0.5,0,0,1617,3,4,1,1,1,3,0,0,1,0,0,0,0,0,0,3211,3,2,4,1,0.62,52.35,49.4,90.0,66.67,41.7,0,0,1
0,39,7,7,7,10,7,13,0,1,0,10,0,0,0,0,0,1,0.5,1,0,1618,3,5,2,2,3,3,0,0,0,0,0,0,0,0,1,5377,2,3,4,1,0.62,44.12,71.13,70.0,100.0,29.9,0,0,1
0,27,7,7,0,7,7,11,0,1,0,19,1,0,0,0,0,0,0.5,1,0,1619,3,3,1,1,2,2,0,0,1,0,0,0,0,0,0,4066,4,3,1,1,0.56,34.12,63.1,100.0,100.0,38.31,0,1,0
0,35,16,15,1,16,10,11,0,1,0,18,0,0,1,0,0,0,0.5,1,0,1621,2,5,2,1,0,4,1,0,0,0,0,0,0,0,0,5208,2,3,4,1,0.62,45.88,63.99,100.0,93.75,38.1,0,0,1
0,28,5,3,0,6,0,21,0,1,0,27,0,0,0,0,0,1,0.5,0,0,1622,5,3,2,0,1,1,0,0,0,0,0,0,0,0,1,4877,2,2,2,1,0.44,20.0,47.62,83.33,60.0,63.29,0,1,0
0,21,2,2,2,3,2,18,0,1,0,5,0,0,0,0,0,1,0.5,1,0,1623,2,1,1,1,0,3,1,0,0,0,0,0,0,0,0,3117,3,3,3,4,0.81,71.18,75.6,66.67,100.0,48.76,1,0,0
1,18,0,0,0,0,0,12,1,0,0,3,0,0,0,0,0,1,1.0,0,1,1624,2,2,1,1,0,3,0,0,0,0,0,1,0,0,0,1569,2,4,3,4,0.81,60.0,48.21,0.0,0.0,36.33,1,0,0
0,47,5,2,1,27,0,11,0,0,1,26,0,0,1,0,0,0,0.5,0,0,1625,2,4,5,3,1,3,0,0,0,0,0,0,0,1,0,19658,4,3,3,3,0.81,70.0,56.85,18.52,40.0,63.21,0,0,1
0,39,10,8,0,11,7,15,0,1,0,3,0,0,0,0,0,1,0.5,1,0,1627,3,2,2,0,1,2,0,0,1,0,0,0,0,0,0,3069,3,3,4,3,0.81,74.12,77.38,90.91,80.0,46.01,0,1,0
0,40,18,15,14,18,12,13,0,1,0,15,0,0,1,0,0,0,0.5,0,0,1628,2,3,3,1,2,2,0,0,0,0,0,0,0,0,1,10435,1,3,4,3,0.69,57.06,66.67,100.0,83.33,23.29,0,0,1
0,35,14,11,2,15,9,12,0,1,0,8,0,0,1,0,0,0,0.0,0,0,1630,5,4,2,1,1,3,0,0,0,0,1,0,0,0,0,4148,3,3,4,3,0.81,75.29,85.42,93.33,78.57,36.41,0,0,1
0,37,4,3,0,9,2,17,0,1,0,19,0,0,1,0,0,0,0.5,1,0,1631,2,3,2,3,3,3,0,0,0,0,0,0,0,0,1,5768,3,2,1,3,0.56,41.18,54.76,44.44,75.0,55.41,0,0,1
0,39,9,2,3,10,8,13,0,1,0,4,0,0,0,0,0,1,1.0,0,0,1633,2,3,2,0,0,3,0,0,0,0,0,0,0,0,1,5042,1,1,4,3,0.56,54.71,47.32,90.0,22.22,38.12,1,0,0
0,45,10,7,3,10,9,19,0,1,0,2,1,0,0,0,0,0,0.5,0,0,1635,3,2,2,1,2,2,0,0,0,0,0,0,0,0,1,5770,4,3,1,4,0.75,65.29,78.27,100.0,70.0,53.53,0,1,0
0,38,5,4,0,10,2,19,0,1,0,2,0,0,0,0,0,1,0.5,0,1,1638,6,2,3,3,1,2,0,0,0,0,0,0,0,0,1,7756,4,4,4,3,0.94,81.18,61.61,50.0,80.0,63.58,0,0,1
1,35,13,12,6,15,0,17,1,0,0,10,0,0,0,0,0,1,0.5,1,0,1639,3,3,3,9,0,2,0,1,0,0,0,0,0,0,0,10306,4,3,3,1,0.69,50.0,71.13,86.67,92.31,50.1,0,0,1
0,37,8,4,7,8,7,11,0,1,0,10,0,0,0,0,0,1,0.5,0,0,1640,2,3,1,1,1,3,1,0,0,0,0,0,0,0,0,3936,2,1,1,2,0.38,24.12,54.46,100.0,50.0,22.69,0,0,1
0,40,4,2,3,18,3,15,0,1,0,16,0,0,1,0,0,0,0.5,0,1,1641,2,3,3,6,0,3,0,0,0,0,0,0,0,0,1,7945,3,2,4,4,0.81,81.76,32.44,22.22,50.0,47.88,1,0,0
0,44,10,7,0,14,2,11,0,0,1,1,0,0,0,0,1,0,1.0,1,1,1642,3,5,2,4,0,3,0,0,0,0,0,0,1,0,0,5743,1,3,3,4,0.69,51.18,41.67,71.43,70.0,41.23,0,0,1
0,48,2,2,2,23,2,25,0,1,0,4,0,0,0,0,0,1,1.0,1,0,1644,3,5,4,2,1,2,0,0,0,0,0,0,0,1,0,15202,3,3,2,4,0.75,61.18,63.99,8.7,100.0,86.26,0,0,1
1,35,2,2,2,7,2,14,1,0,0,15,0,0,0,0,0,1,0.5,1,1,1645,2,2,2,6,2,1,0,1,0,0,0,0,0,0,0,5440,1,2,4,4,0.69,61.18,33.33,28.57,100.0,43.37,0,1,0
0,24,6,3,1,6,3,13,0,1,0,2,0,1,0,0,0,0,1.0,0,1,1646,2,1,1,1,0,3,1,0,0,0,0,0,0,0,0,3760,1,3,3,4,0.69,51.76,40.77,100.0,50.0,40.29,1,0,0
0,27,3,2,0,5,2,17,0,1,0,8,0,0,0,0,0,1,0.5,0,0,1647,0,3,1,7,0,4,1,0,0,0,0,0,0,0,0,3517,2,3,1,3,0.56,31.18,72.92,60.0,66.67,51.5,0,0,1
0,27,4,2,1,6,2,13,0,1,0,2,0,0,0,0,0,1,1.0,1,0,1648,0,3,1,2,0,3,1,0,0,0,0,0,0,0,0,2580,4,2,3,4,0.81,81.18,57.44,66.67,50.0,38.24,1,0,0
1,40,4,2,0,10,3,14,0,1,0,7,0,0,1,0,0,0,0.5,1,1,1649,3,3,1,3,0,3,0,0,1,0,0,0,0,0,0,2166,1,1,2,1,0.31,11.76,32.14,40.0,50.0,42.08,1,0,0
0,29,5,2,1,8,4,11,1,0,0,10,0,0,0,0,0,1,0.5,1,0,1650,2,3,2,9,0,2,0,1,0,0,0,0,0,0,0,5869,3,3,3,3,0.75,62.35,71.13,62.5,40.0,39.25,1,0,0
0,36,3,2,0,9,2,12,0,1,0,5,0,0,1,0,0,0,0.5,0,0,1651,6,4,3,4,2,3,0,0,0,0,1,0,0,0,0,8008,2,3,3,1,0.56,31.18,75.6,33.33,66.67,47.52,0,0,1
0,25,7,7,0,7,7,17,0,1,0,2,0,0,1,0,0,0,1.0,1,0,1653,6,1,2,1,2,4,0,0,0,0,0,0,0,0,1,5206,4,3,3,3,0.81,74.12,65.77,100.0,100.0,54.44,0,1,0
0,39,5,4,1,7,0,21,0,1,0,12,0,0,0,0,0,1,0.5,1,0,1654,3,3,2,4,0,3,0,0,0,0,0,0,0,0,1,5295,4,3,3,2,0.75,60.0,69.35,71.43,80.0,61.82,0,0,1
0,49,4,2,1,27,2,16,0,1,0,22,1,0,0,0,0,0,0.5,0,0,1655,2,4,4,3,2,3,0,0,0,1,0,0,0,0,0,16413,1,3,2,2,0.5,21.18,60.42,14.81,50.0,69.35,0,0,1
0,50,14,11,1,19,11,15,0,1,0,17,0,0,1,0,0,0,0.5,0,0,1656,3,5,3,5,3,2,0,0,0,1,0,0,0,0,0,13269,4,3,3,1,0.69,56.47,64.88,73.68,78.57,61.53,0,1,0
0,20,2,2,2,2,2,19,1,0,0,2,0,0,0,0,0,1,0.5,0,0,1657,3,3,1,1,0,3,0,0,0,0,0,1,0,0,0,2783,3,3,1,3,0.62,41.18,78.27,100.0,100.0,50.54,1,0,0
0,34,11,8,7,11,9,12,0,1,0,3,0,0,1,0,0,0,0.5,0,0,1658,2,3,2,1,1,3,1,0,0,0,0,0,0,0,0,5433,4,3,3,2,0.75,65.29,77.38,100.0,72.73,27.64,0,1,0
0,36,4,3,1,15,3,11,0,1,0,7,0,0,1,0,0,0,0.5,1,0,1659,4,3,1,2,0,3,0,0,1,0,0,0,0,0,0,2013,1,3,3,2,0.56,31.76,73.81,26.67,75.0,32.54,1,0,0
0,49,15,11,2,30,12,19,0,1,0,6,0,0,1,0,0,0,0.5,0,1,1661,3,1,4,2,1,2,0,0,0,0,1,0,0,0,0,13966,3,3,2,3,0.69,57.06,49.7,50.0,73.33,69.97,0,0,1
0,36,3,2,1,4,2,15,0,1,0,1,0,0,0,0,0,1,0.0,0,0,1662,6,4,2,0,0,2,0,0,0,0,0,0,0,0,1,4374,4,3,3,3,0.81,71.18,91.67,75.0,66.67,46.08,0,0,1
0,36,5,4,0,13,4,20,0,1,0,3,0,0,1,0,0,0,0.5,1,0,1664,3,2,2,6,1,4,0,0,0,0,1,0,0,0,0,6842,4,3,1,1,0.56,32.35,77.38,38.46,80.0,64.35,0,1,0
0,54,10,8,4,36,7,25,0,1,0,22,0,0,0,0,0,1,0.5,0,0,1665,6,5,4,3,1,3,0,0,0,0,0,0,0,1,0,17426,2,3,3,3,0.69,54.12,60.42,27.78,80.0,85.73,0,0,1
0,43,14,10,6,14,11,24,0,1,0,15,0,0,1,0,0,0,0.5,1,0,1666,3,2,4,1,1,2,0,0,0,1,0,0,0,0,0,17603,3,3,1,3,0.62,46.47,66.67,100.0,71.43,79.28,0,0,1
1,35,11,9,6,13,7,24,1,0,0,12,1,0,0,0,0,0,1.0,1,1,1667,2,4,2,3,0,3,0,1,0,0,0,0,0,0,0,4581,4,4,1,4,0.81,64.12,40.18,84.62,81.82,56.65,1,0,0
0,38,13,11,2,19,9,15,0,1,0,1,0,0,1,0,0,0,1.0,1,0,1668,4,3,2,7,2,3,1,0,0,0,0,0,0,0,0,4735,4,4,4,4,1.0,95.29,75.0,68.42,84.62,44.5,0,0,1
0,29,10,0,0,10,9,13,1,0,0,5,0,0,0,0,0,1,0.5,1,1,1669,3,3,2,1,1,2,0,1,0,0,0,0,0,0,0,4187,1,2,2,2,0.44,25.29,42.26,100.0,0.0,43.24,0,1,0
0,33,6,2,0,6,4,14,1,0,0,2,0,0,0,0,0,1,0.5,1,0,1670,5,4,2,1,2,3,0,1,0,0,0,0,0,0,0,5505,4,3,3,4,0.88,82.35,78.27,100.0,33.33,47.88,0,1,0
0,32,9,5,1,10,6,13,0,1,0,2,0,0,0,0,0,1,0.5,1,0,1671,4,3,2,0,2,3,1,0,0,0,0,0,0,0,0,5470,4,2,3,2,0.69,63.53,69.94,90.0,55.56,43.27,0,1,0
0,31,10,0,0,10,2,11,1,0,0,5,0,0,1,0,0,0,0.5,0,0,1673,2,4,2,1,2,3,0,1,0,0,0,0,0,0,0,5476,1,3,1,4,0.56,31.18,75.6,100.0,0.0,40.76,0,0,1
0,49,2,2,2,17,2,16,0,1,0,16,0,0,0,0,0,1,0.5,0,1,1674,2,3,1,4,1,3,0,0,1,0,0,0,0,0,0,2587,4,2,2,1,0.56,41.18,32.44,11.76,100.0,43.13,0,1,0
0,38,4,3,3,4,3,22,0,1,0,2,0,0,0,0,0,1,1.0,0,0,1675,3,3,1,1,0,2,0,0,1,0,0,0,0,0,0,2440,4,3,2,2,0.69,51.76,65.77,100.0,75.0,54.82,1,0,0
0,47,3,2,1,29,2,14,1,0,0,2,0,0,1,0,0,0,0.5,0,0,1676,2,4,4,6,3,4,0,0,0,0,0,0,0,1,0,15972,2,3,3,2,0.62,41.18,78.27,10.34,66.67,63.87,0,1,0
0,49,8,7,0,23,0,14,0,1,0,1,0,0,1,0,0,0,0.5,1,0,1677,2,3,4,4,0,3,0,0,0,0,0,0,0,1,0,15379,3,3,1,3,0.62,40.0,79.17,34.78,87.5,65.04,1,0,0
0,41,2,0,0,21,2,16,1,0,0,23,0,0,1,0,0,0,0.5,1,1,1678,2,2,3,3,0,3,0,1,0,0,0,0,0,0,0,7082,4,3,4,3,0.88,81.18,34.52,9.52,0.0,55.34,1,0,0
0,20,2,2,0,2,2,11,1,0,0,9,0,0,1,0,0,0,0.5,1,0,1680,3,1,1,1,0,3,0,0,0,0,0,1,0,0,0,2728,4,3,1,1,0.56,31.18,72.02,100.0,100.0,35.99,1,0,0
0,33,6,5,1,7,2,25,1,0,0,16,0,0,1,0,0,0,0.0,0,1,1681,2,3,2,1,1,3,0,1,0,0,0,0,0,0,0,5368,3,3,3,4,0.81,71.18,53.27,85.71,83.33,71.37,0,1,0
0,36,3,2,0,10,2,14,0,1,0,26,0,0,1,0,0,0,0.5,1,0,1682,2,4,2,6,2,3,0,0,0,0,1,0,0,0,0,5347,1,2,2,3,0.5,31.18,48.51,30.0,66.67,47.61,0,0,1
0,44,2,2,2,8,2,18,0,0,1,1,0,0,1,0,0,0,0.5,0,1,1683,2,3,1,4,3,3,0,0,0,0,0,0,1,0,0,3195,3,3,1,4,0.69,51.18,54.17,25.0,100.0,48.9,0,1,0
1,23,5,4,1,5,2,11,0,1,0,8,0,0,0,0,0,1,0.5,1,1,1684,2,1,1,1,0,2,0,0,1,0,0,0,0,0,0,3989,4,3,1,3,0.69,51.18,47.92,100.0,80.0,35.98,1,0,0
0,38,0,0,0,7,0,19,0,1,0,4,0,0,0,0,0,1,0.5,0,0,1687,5,2,1,7,1,3,0,0,1,0,0,0,0,0,0,3306,4,2,4,3,0.81,80.0,68.15,0.0,0.0,55.85,0,0,1
0,53,4,3,1,11,2,15,0,1,0,24,0,0,0,0,0,1,0.5,1,0,1689,2,4,3,3,0,4,0,0,0,0,1,0,0,0,0,7005,2,3,3,4,0.75,61.18,58.63,36.36,75.0,50.65,0,0,1
1,48,9,7,7,19,7,11,1,0,0,7,0,0,0,0,0,1,1.0,0,1,1691,3,2,1,2,2,3,0,0,0,0,0,1,0,0,0,2655,4,3,3,3,0.81,74.12,36.31,47.37,77.78,20.46,0,0,1
1,32,1,0,0,1,0,12,0,1,0,2,0,0,1,0,0,0,0.5,1,0,1692,2,4,1,1,0,3,0,0,1,0,0,0,0,0,0,1393,4,3,1,2,0.62,40.0,78.27,100.0,0.0,36.02,1,0,0
0,26,7,7,5,7,7,20,0,1,0,7,0,0,0,0,0,1,0.0,1,0,1693,5,3,1,1,0,3,0,0,1,0,0,0,0,0,0,2570,4,3,3,4,0.88,84.12,86.31,100.0,100.0,45.93,1,0,0
0,55,4,2,1,8,2,12,0,1,0,22,0,1,0,0,0,0,0.5,1,0,1694,1,3,1,5,1,2,1,0,0,0,0,0,0,0,0,3537,1,3,4,2,0.62,41.18,60.42,50.0,50.0,37.55,0,1,0
0,34,15,10,4,15,13,14,0,1,0,5,0,0,0,0,0,1,0.5,1,0,1696,3,2,2,1,1,2,0,0,1,0,0,0,0,0,0,3986,2,4,3,4,0.81,67.65,83.93,100.0,66.67,36.44,0,0,1
0,60,1,0,0,19,0,20,0,1,0,1,0,0,0,0,0,1,0.5,1,0,1697,2,4,3,3,1,1,0,0,0,0,1,0,0,0,0,10883,3,4,3,4,0.88,70.0,87.5,5.26,0.0,71.37,0,1,0
0,33,14,11,2,14,13,18,0,1,0,21,0,0,0,0,0,1,0.5,1,0,1698,6,3,1,1,3,4,0,0,1,0,0,0,0,0,0,2028,2,3,4,2,0.69,57.65,61.31,100.0,78.57,46.87,0,0,1
0,37,6,3,1,6,3,14,1,0,0,1,0,0,0,0,0,1,1.0,1,0,1700,2,4,2,1,2,1,0,1,0,0,0,0,0,0,0,9525,3,2,3,4,0.75,71.76,58.33,100.0,50.0,52.67,0,1,0
0,34,10,9,8,10,7,12,0,1,0,19,0,0,1,0,0,0,0.5,0,0,1701,3,3,1,1,0,2,1,0,0,0,0,0,0,0,0,2929,2,3,2,4,0.69,54.12,63.1,100.0,90.0,21.09,0,0,1
1,23,3,2,0,3,2,21,1,0,0,7,0,0,1,0,0,0,0.5,1,1,1702,2,3,1,1,1,3,0,0,0,0,0,1,0,0,0,2275,3,3,2,4,0.75,61.18,48.81,100.0,66.67,58.77,0,1,0
0,44,8,7,6,9,7,19,0,1,0,2,0,0,1,0,0,0,0.5,0,1,1703,2,3,3,1,1,4,0,0,0,0,1,0,0,0,0,7879,3,3,2,4,0.75,64.12,53.27,88.89,87.5,50.6,0,0,1
0,35,5,4,1,6,4,14,0,1,0,2,0,0,0,0,0,1,1.0,1,1,1704,2,4,1,0,0,2,1,0,0,0,0,0,0,0,0,4930,1,4,3,4,0.75,52.35,49.11,83.33,80.0,44.69,1,0,0
0,43,10,9,8,10,8,17,1,0,0,2,0,0,0,0,0,1,0.5,1,1,1706,3,3,2,1,1,3,0,1,0,0,0,0,0,0,0,7847,4,3,1,4,0.75,64.71,53.27,100.0,90.0,41.43,0,0,1
0,24,5,3,0,5,4,16,0,1,0,9,0,0,0,0,0,1,0.5,1,0,1707,1,3,1,1,1,4,1,0,0,0,0,0,0,0,0,4401,3,3,4,3,0.81,72.35,72.02,100.0,60.0,50.68,0,0,1
0,41,10,8,8,10,7,12,1,0,0,6,0,0,0,1,0,0,0.5,1,0,1708,3,3,3,1,0,3,0,1,0,0,0,0,0,0,0,9241,4,3,2,3,0.75,64.12,74.7,100.0,80.0,32.06,1,0,0
0,29,5,3,1,9,2,17,0,1,0,9,0,0,0,0,0,1,0.5,0,0,1709,2,4,1,9,1,3,0,0,1,0,0,0,0,0,0,2974,4,3,3,3,0.81,71.18,72.02,55.56,60.0,48.36,0,0,1
